Jar,Time,Temp,Class,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Circularity (Hu),Date,Diameter (ABD),Geodesic Aspect Ratio,Geodesic Length,Length,Original Reference ID,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Sigma Intensity,Timestamp,Volume (ABD),Width,Density_inds/ml,
87,12,22,Tetrahymena,663.7967,0.4739,127.0057,131.2057,133.9268,14278.6818,8594.7392,12865.1973,0.7721,6/17/19,29.0718,0.5618,38.6209,45.9105,E2378902-69F3-4ACB-AFAD-64867AB2C091,0.968,1.0545,1.0207,42.7047,2019-06-17T11:01:06.016,1.29E+04,20.6055,1819,
87,12,22,Tetrahymena,552.8888,0.6594,122.1043,124.9805,127.015,13411.4824,7901.2534,9779.5866,0.9155,6/17/19,26.5322,1,25.7511,35.0655,C6291FAD-9236-4C6C-8135-75E4D3070700,0.977,1.0402,1.0163,40.4736,2019-06-17T11:01:06.016,9.78E+03,22.0515,1819,
87,12,22,Tetrahymena,395.5441,0.7,95.0655,104.5575,106.5413,6078.2957,4926.8479,5917.7447,0.924,6/17/19,22.4415,0.4296,34.7444,30.0045,3D84361C-C988-454C-A9DD-06825AF1A57D,0.9092,1.1207,1.019,32.5753,2019-06-17T11:01:06.321,5.92E+03,19.8825,1819,
87,12,22,Tetrahymena,590.6731,0.6116,115.2235,120.8678,123.5644,15379.3312,8376.7461,10799.0272,0.8876,6/17/19,27.4239,0.9028,28.8552,37.2345,572AF5BA-DB07-4E2F-A975-33EB28F9A533,0.9533,1.0724,1.0223,34.9637,2019-06-17T11:01:06.755,1.08E+04,22.7745,1819,
87,12,22,Tetrahymena,689.6781,0.4566,129.9255,131.4517,133.5612,16557.4685,9577.6027,13624.9031,0.7534,6/17/19,29.6332,0.5999,38.8368,46.6335,6AD998B7-D5DE-41A2-A9F1-ABEF00D0C3FC,0.9884,1.028,1.016,42.8505,2019-06-17T11:01:07.190,1.36E+04,20.6055,1819,
87,12,22,Tetrahymena,612.1889,0.4629,130.1315,133.4959,136.0137,12656.0071,7962.8007,11394.4142,0.7569,6/17/19,27.9189,0.4987,40.1628,44.4645,41AA61D2-86DF-436E-A7FC-BBA8DA0B80FF,0.9748,1.0452,1.0189,41.0047,2019-06-17T11:01:07.277,1.14E+04,19.1595,1819,
87,12,22,Tetrahymena,389.1559,0.4554,117.1166,126.8067,130.3937,6327.8221,3952.7947,5774.9623,0.748,6/17/19,22.2596,0.4111,36.2602,35.7885,59A7365A-434D-4541-ABF3-E9BE3E387307,0.9236,1.1134,1.0283,35.0003,2019-06-17T11:01:09.192,5.77E+03,16.2675,1819,
87,12,22,Tetrahymena,743.001,0.48,121.0311,127.8055,130.9137,12181.5263,11210.6887,15235.1901,0.7662,6/17/19,30.7574,0.2717,59.4511,49.5255,FFBA9A21-E400-4DFD-93B8-7AF6E30A59E6,0.947,1.0817,1.0243,35.1284,2019-06-17T11:01:09.322,1.52E+04,22.0515,1819,
87,12,22,Tetrahymena,559.4097,0.454,132.3675,138.5019,141.5999,12011.4281,7779.6789,9953.1106,0.7508,6/17/19,26.6882,0.4519,42.1532,45.1875,612C0A17-4D35-422D-ABA5-B863EFEFDFAC,0.9557,1.0697,1.0224,36.1384,2019-06-17T11:01:09.452,9.95E+03,19.8825,1819,
87,12,22,Tetrahymena,550.0954,0.3899,120.8621,129.6112,134.7845,9582.3236,5657.3997,9705.5651,0.6756,6/17/19,26.4651,0.4189,41.1198,44.4645,5EF20CA6-6985-4C70-8C43-CC95494F6507,0.9325,1.1152,1.0399,36.3994,2019-06-17T11:01:10.373,9.71E+03,16.2675,1819,
87,12,22,Tetrahymena,380.0414,0.6852,118.5292,131.9029,136.7516,6214.8511,5179.0936,5573.2701,0.9208,6/17/19,21.9974,0.3977,36.8479,30.7275,0DE4E414-B863-4EAF-BC77-2EAD9DD0C359,0.8986,1.1537,1.0368,26.8339,2019-06-17T11:01:10.552,5.57E+03,19.1595,1819,
87,12,22,Tetrahymena,682.6146,0.5304,126.4031,133.0814,136.4161,16732.0511,10090.5466,13416.1281,0.8261,6/17/19,29.481,0.6571,36.6759,43.7415,E4BF71B6-92F1-47CA-B8B1-E8D8D1F4AA29,0.9498,1.0792,1.0251,34.4938,2019-06-17T11:01:10.846,1.34E+04,22.7745,1819,
87,12,22,Tetrahymena,593.4772,0.4248,123.3655,128.7204,132.4099,10276.1018,6848.403,10876.0176,0.7145,6/17/19,27.4889,0.3883,44.2728,45.1875,15AE3CDD-ADE5-499D-8745-E35083F8545E,0.9584,1.0733,1.0287,38.4223,2019-06-17T11:01:10.993,1.09E+04,18.4365,1819,
87,12,22,Tetrahymena,755.7697,0.4465,117.5717,126.1014,130.417,15206.3507,11153.5649,15629.6067,0.7418,6/17/19,31.0206,0.3778,51.3777,50.9715,5E2921BC-D3CD-49D4-96F0-777CD13D4EB1,0.9324,1.1093,1.0342,27.7787,2019-06-17T11:01:11.031,1.56E+04,21.3285,1819,
87,12,22,Tetrahymena,493.0098,0.5169,106.7616,114.2774,116.936,9895.6725,5753.1463,8234.6866,0.8052,6/17/19,25.0543,0.6181,32.0675,36.5115,C35C158C-8C19-4FAD-A480-11C1567F10A0,0.9342,1.0953,1.0233,35.4589,2019-06-17T11:01:11.497,8.23E+03,18.4365,1819,
87,12,22,Tetrahymena,683.5562,0.4701,117.8989,127.4963,131.1762,13675.0489,9390.7288,13443.8965,0.7652,6/17/19,29.5014,0.4421,44.6626,46.6335,441A5BC2-9569-4131-BD02-CDF7E82720E6,0.9247,1.1126,1.0289,29.7902,2019-06-17T11:01:11.757,1.34E+04,20.6055,1819,
87,12,22,Tetrahymena,645.4751,0.4432,117.3899,127.3573,130.9334,10493.194,8323.3505,12336.2453,0.7313,6/17/19,28.6678,0.3074,52.0956,48.0795,9E08B56C-B5F1-4729-90F2-1D421697C4DF,0.9217,1.1154,1.0281,32.7746,2019-06-17T11:01:12.237,1.23E+04,19.1595,1819,
87,12,22,Tetrahymena,666.1475,0.4992,128.4844,134.5194,137.5759,13360.1322,9229.3536,12933.5998,0.791,6/17/19,29.1233,0.4704,42.5214,45.9105,100C7007-3CCD-4026-8FC8-A4173B45315E,0.9551,1.0708,1.0227,33.5134,2019-06-17T11:01:12.801,1.29E+04,22.0515,1819,
87,12,22,Tetrahymena,722.6873,0.4767,127.2319,131.6637,134.3027,15579.1352,9675.3641,14614.6838,0.7742,6/17/19,30.334,0.548,40.4217,46.6335,515926BF-5721-4D5B-B4FB-8A6ACB47EF6A,0.9663,1.0556,1.02,44.3235,2019-06-17T11:01:12.845,1.46E+04,22.0515,1819,
87,12,22,Tetrahymena,732.6045,0.4373,128.6445,133.3817,135.7273,15783.4816,9435.8847,14916.5438,0.7305,6/17/19,30.5415,0.5367,41.166,48.0795,229A9290-11D9-4D2E-B944-A151B96A21C1,0.9645,1.0551,1.0176,41.724,2019-06-17T11:01:13.149,1.49E+04,20.6055,1819,
87,12,22,Tetrahymena,585.5341,0.4455,125.9109,131.7769,135.1404,8754.548,7591.3879,10658.4027,0.7312,6/17/19,27.3043,0.2557,55.4504,45.9105,AAD42ACB-1880-459D-8E56-6EB018E24995,0.9555,1.0733,1.0255,33.1947,2019-06-17T11:01:13.585,1.07E+04,18.4365,1819,
87,12,22,Tetrahymena,544.0457,0.5215,108.8295,117.7861,121.5989,11666.758,6648.0846,9545.9,0.8182,6/17/19,26.3192,0.6537,32.6363,38.6805,874204BA-26BD-4EF1-A790-D7C755E45FDB,0.924,1.1173,1.0324,35.4364,2019-06-17T11:01:13.976,9.55E+03,19.1595,1819,
87,12,22,Tetrahymena,718.439,0.301,132.2811,136.433,139.0356,11140.5357,7132.2481,14486.0071,0.5479,6/17/19,30.2448,0.2857,55.8028,58.2015,DA46758D-7F25-4986-BE01-9C614064D389,0.9696,1.0511,1.0191,46.8259,2019-06-17T11:01:14.019,1.45E+04,16.2675,1819,
87,12,22,Tetrahymena,530.0991,0.4014,129.2905,136.0942,139.5055,10027.2143,5458.3471,9181.1983,0.6908,6/17/19,25.9797,0.503,36.9533,43.7415,B24E88A2-BF9C-4806-8CEC-7FFEEDA25C65,0.95,1.079,1.0251,41.1391,2019-06-17T11:01:14.281,9.18E+03,16.2675,1819,
87,12,22,Tetrahymena,584.133,0.4654,114.7307,124.925,128.8121,8787.3958,7153.6056,10620.1687,0.7539,6/17/19,27.2716,0.2985,50.0805,41.5725,171E21AC-ECF3-424B-A4D1-4F39CBE60F70,0.9184,1.1227,1.0311,33.3171,2019-06-17T11:01:14.890,1.06E+04,19.1595,1819,
87,12,22,Tetrahymena,824.0374,0.3264,132.4243,138.4144,141.4123,14944.2747,9246.5513,17794.4355,0.5888,6/17/19,32.3913,0.3542,53.3251,58.2015,482265F0-09B1-46CA-8366-56CFE54C629E,0.9567,1.0679,1.0217,44.1983,2019-06-17T11:01:15.511,1.78E+04,16.9905,1819,
87,12,22,Tetrahymena,597.6847,0.5451,113.9342,122.6473,125.4339,13994.7055,7761.5407,10991.8806,0.8354,6/17/19,27.5862,0.7618,31.3144,39.4035,81E511E9-205F-4FEA-AE5B-0D7C19D40062,0.929,1.1009,1.0227,34.229,2019-06-17T11:01:15.848,1.10E+04,19.8825,1819,
87,12,22,Tetrahymena,631.3994,0.434,133.6762,136.2332,138.8787,11104.5123,7439.9073,11934.9355,0.7269,6/17/19,28.3535,0.3993,44.5922,45.9105,AF6E8E23-EBFA-4E7D-A68C-B48E1E91D945,0.9812,1.0389,1.0194,46.8188,2019-06-17T11:01:15.977,1.19E+04,18.4365,1819,
87,12,22,Tetrahymena,592.0751,0.4874,119.9365,127.741,132.3147,15108.4702,9716.088,10837.4972,0.7834,6/17/19,27.4564,0.5273,41.0507,45.1875,A3B3733D-8A60-4256-9CB1-D28DF2A3C263,0.9389,1.1032,1.0358,26.905,2019-06-17T11:01:16.281,1.08E+04,22.0515,1819,
87,12,22,Tetrahymena,486.5351,0.4851,112.9933,121.4034,124.1597,8123.2793,5400.9783,8073.0025,0.7742,6/17/19,24.8893,0.4345,37.9796,36.5115,1A96CEB6-A5B5-4FF1-9F4B-68E383CEC9E7,0.9307,1.0988,1.0227,37.1213,2019-06-17T11:01:17.238,8.07E+03,17.7135,1819,
87,12,22,Tetrahymena,570.1316,0.3886,117.4562,126.3847,129.7409,9687.8273,6082.6964,10240.6258,0.6714,6/17/19,26.9428,0.3808,43.9783,48.0795,A0181E8B-97BE-43E8-B080-DD2D51F44D1C,0.9294,1.1046,1.0266,34.4877,2019-06-17T11:01:17.238,1.02E+04,16.9905,1819,
87,12,22,Tetrahymena,444.5754,0.3373,127.8471,136.1174,139.2229,6516.5641,3547.8658,7051.5061,0.6028,6/17/19,23.7918,0.3631,39.7759,42.2955,7A49481E-16CE-4B69-8DFB-E317B5A6FD4F,0.9392,1.089,1.0228,39.3318,2019-06-17T11:01:17.848,7.05E+03,12.6525,1819,
87,12,22,Tetrahymena,677.4371,0.4654,115.6454,126.4978,129.7417,15144.2932,9193.5876,13263.7785,0.7605,6/17/19,29.369,0.5559,39.663,45.1875,702F8581-1884-4B32-B9D4-6E5771678F4C,0.9142,1.1219,1.0256,30.9643,2019-06-17T11:01:18.020,1.33E+04,19.8825,1819,
87,12,22,Tetrahymena,336.4958,0.7937,102.4977,111.5742,114.9095,6573.0134,4064.6871,4643.3703,0.9715,6/17/19,20.6988,1,20.3029,24.9435,AAAD2312-E976-451D-8C0C-2A603F0D5532,0.9187,1.1211,1.0299,27.5377,2019-06-17T11:01:18.282,4.64E+03,18.4365,1819,
87,12,22,Tetrahymena,635.1514,0.4808,116.2969,125.1272,128.7661,12856.5825,8234.1673,12041.4742,0.7757,6/17/19,28.4376,0.5057,39.9999,43.0185,DC722D5E-B1AE-4980-9EA8-FBD24793F082,0.9294,1.1072,1.0291,35.037,2019-06-17T11:01:18.326,1.20E+04,20.6055,1819,
87,12,22,Tetrahymena,655.3373,0.4881,120.143,130.2159,134.5077,14019.4968,8727.8691,12620.0528,0.7836,6/17/19,28.886,0.5508,38.8944,44.4645,EF0E2BE5-58E8-4041-AEA3-9E9C1D39E558,0.9226,1.1196,1.033,31.3904,2019-06-17T11:01:18.412,1.26E+04,20.6055,1819,
87,12,22,Tetrahymena,613.1253,0.4344,133.0424,134.8577,137.7955,12609.4543,7263.2368,11420.5669,0.7281,6/17/19,27.9402,0.5358,38.2428,44.4645,7E826111-5362-409A-AEF2-53596EC6B856,0.9865,1.0357,1.0218,46.4761,2019-06-17T11:01:19.108,1.14E+04,18.4365,1819,
87,12,22,Tetrahymena,671.3207,0.3866,121.3632,128.0277,131.8991,11417.918,7970.0405,13084.5528,0.6704,6/17/19,29.2361,0.327,51.4194,50.9715,EE2C256A-0706-4B99-B775-85A4CB7CBF5D,0.9479,1.0868,1.0302,36.8521,2019-06-17T11:01:19.151,1.31E+04,19.8825,1819,
87,12,22,Tetrahymena,523.1334,0.6836,109.9811,111.4318,113.2167,12949.005,7843.1939,9000.8271,0.9308,6/17/19,25.8084,1,25.4516,32.8965,01AB880D-DCC1-4BAF-9262-E17F511F4BB6,0.987,1.0294,1.016,26.6919,2019-06-17T11:01:19.848,9.00E+03,21.3285,1819,
87,12,22,Tetrahymena,407.8827,0.5724,117.5613,125.2522,128.5132,8753.4568,4652.1541,6196.7903,0.8566,6/17/19,22.7889,0.7665,26.6706,32.1735,AF0C3B43-B4CD-4A1C-974F-FE1C4D98EB58,0.9386,1.0932,1.026,34.2093,2019-06-17T11:01:20.283,6.20E+03,17.7135,1819,
87,12,22,Tetrahymena,725.0479,0.5326,122.8312,124.4924,126.5165,19189.0666,11254.3882,14686.3506,0.8265,6/17/19,30.3835,0.719,36.155,44.4645,0322182D-4000-44C8-B7D3-44ABB96F9BAF,0.9867,1.03,1.0163,38.8742,2019-06-17T11:01:20.587,1.47E+04,22.7745,1819,
87,12,22,Tetrahymena,576.1967,0.3801,120.2784,132.9407,135.5011,9430.4622,5989.7217,10404.4684,0.6598,6/17/19,27.0857,0.3624,45.0504,47.3565,CC84EB8A-6C72-46A7-A3DC-7F6B0661C50C,0.9048,1.1266,1.0193,37.5642,2019-06-17T11:01:20.761,1.04E+04,16.2675,1819,
87,12,22,Tetrahymena,734.0218,0.3077,123.0733,130.751,134.4875,11580.6735,7442.3421,14959.8506,0.5575,6/17/19,30.571,0.295,55.3346,57.4785,68DE2F2C-97C4-4CA7-B98E-A6EF13915909,0.9413,1.0927,1.0286,38.841,2019-06-17T11:01:20.761,1.50E+04,16.9905,1819,
87,12,22,Tetrahymena,607.5082,0.3558,133.6069,137.9579,141.0379,11044.5786,6569.6407,11263.9825,0.6277,6/17/19,27.8119,0.3919,45.0706,49.5255,05635660-1F6C-4475-9B7E-BE2A403F3F04,0.9685,1.0556,1.0223,43.5513,2019-06-17T11:01:20.849,1.13E+04,16.2675,1819,
87,12,22,Tetrahymena,645.9445,0.4479,128.6116,132.8727,136.1678,14713.2681,8737.6475,12349.7061,0.7438,6/17/19,28.6783,0.545,39.8065,46.6335,1726238A-F1C3-4218-9D2A-712B5C5D375C,0.9679,1.0588,1.0248,35.9928,2019-06-17T11:01:21.370,1.23E+04,20.6055,1819,
87,12,22,Tetrahymena,690.6201,0.4605,120.464,127.4161,130.6048,14903.3354,9705.8112,13652.8289,0.7554,6/17/19,29.6534,0.4835,43.297,46.6335,03DB4421-CBB5-43A1-8862-9F5A777734D1,0.9454,1.0842,1.025,33.8243,2019-06-17T11:01:21.761,1.37E+04,21.3285,1819,
87,12,22,Tetrahymena,496.2489,0.493,117.0074,120.6358,123.4946,8776.1126,5687.9773,8315.9748,0.7864,6/17/19,25.1365,0.4641,37.2971,37.9575,C5907BC7-469F-4945-AD94-7410EB4BE603,0.9699,1.0554,1.0237,33.5051,2019-06-17T11:01:21.893,8.32E+03,18.4365,1819,
87,12,22,Tetrahymena,874.9338,0.5092,127.31,131.8115,134.7996,17730.4759,14266.0266,19468.2361,0.7979,6/17/19,33.3766,0.3937,52.6181,50.9715,DE5C238E-5CF5-4197-BB00-DB6F9D9D5191,0.9658,1.0588,1.0227,44.5307,2019-06-17T11:01:22.631,1.95E+04,29.2815,1819,
87,12,22,Tetrahymena,734.0218,0.4565,131.559,135.8965,138.9814,18184.1456,10388.6372,14959.8506,0.7541,6/17/19,30.571,0.6246,39.0066,48.0795,DD4D3753-6510-40D4-849E-82BE5D6DED05,0.9681,1.0564,1.0227,45.1528,2019-06-17T11:01:22.718,1.50E+04,20.6055,1819,
87,12,22,Tetrahymena,696.7451,0.466,131.5409,133.0683,135.95,16881.04,9887.8787,13834.8566,0.7644,6/17/19,29.7846,0.6004,39.0668,47.3565,21A69688-9E06-42A6-98AA-52914986AFEB,0.9885,1.0335,1.0217,35.7538,2019-06-17T11:01:22.805,1.38E+04,21.3285,1819,
87,12,22,Tetrahymena,439.9783,0.682,112.4371,117.1148,119.6556,9968.6693,5641.7156,6942.4178,0.9284,6/17/19,23.6685,1,23.3265,30.0045,5F57BE41-1CFB-43CC-A786-63C46AEDE9E9,0.9601,1.0642,1.0217,33.7635,2019-06-17T11:01:23.371,6.94E+03,19.8825,1819,
87,12,22,Tetrahymena,632.8063,0.3467,138.2174,139.6449,142.4515,10780.8096,6345.4168,11974.8467,0.6172,6/17/19,28.3851,0.3809,45.569,49.5255,F75A851D-F324-4517-803A-5C5EA57027B8,0.9898,1.0306,1.0201,57.2713,2019-06-17T11:01:23.501,1.20E+04,15.5445,1819,
87,12,22,Tetrahymena,552.4232,0.4475,118.9197,128.7995,132.9227,11049.8862,7184.3178,9767.2353,0.7379,6/17/19,26.5211,0.4426,41.5694,43.7415,18E4CE95-DBBA-4D12-A49F-798E33E6428F,0.9233,1.1178,1.032,27.6517,2019-06-17T11:01:23.589,9.77E+03,18.4365,1819,
87,12,22,Tetrahymena,699.5729,0.4614,131.0984,135.4016,137.1756,15083.1262,9115.3457,13919.1667,0.7591,6/17/19,29.845,0.5485,39.9668,46.6335,A7FA9CC1-D771-4703-92BE-E3F8EBDE50AE,0.9682,1.0464,1.0131,42.8372,2019-06-17T11:01:24.521,1.39E+04,20.6055,1819,
87,12,22,Tetrahymena,767.6018,0.4506,117.8056,127.4682,132.0497,14612.1303,10624.5017,15998.0772,0.7455,6/17/19,31.2625,0.3852,50.0487,48.8025,DA8A2393-E560-4F7B-A201-C7E94C6C7241,0.9242,1.1209,1.0359,33.202,2019-06-17T11:01:25.634,1.60E+04,22.0515,1819,
87,12,22,Tetrahymena,601.426,0.4712,124.0299,129.3222,132.7815,13912.0162,8253.8972,11095.2494,0.766,6/17/19,27.6724,0.5764,37.637,44.4645,3327FC84-B095-4270-BE3E-A5A0A8F9EA05,0.9591,1.0706,1.0267,36.3425,2019-06-17T11:01:26.807,1.11E+04,19.1595,1819,
87,12,22,Tetrahymena,708.0596,0.4518,126.2891,132.0865,135.5373,15374.7176,9353.511,14173.2202,0.7475,6/17/19,30.0255,0.5347,40.9113,47.3565,C0DA6F15-73FD-45A1-A2BF-84F7C51AB07F,0.9561,1.0732,1.0261,39.7678,2019-06-17T11:01:27.069,1.42E+04,20.6055,1819,
87,12,22,Tetrahymena,804.0979,0.4001,136.632,138.8141,141.3728,16689.0959,10491.8037,17152.4902,0.6854,6/17/19,31.997,0.4523,47.0095,53.1405,C5F95C79-CE88-4F64-9E8E-0308C797C0DA,0.9843,1.0347,1.0184,49.7707,2019-06-17T11:01:27.200,1.72E+04,19.8825,1819,
87,12,22,Tetrahymena,602.8293,0.49,132.975,136.3639,139.6792,15200.509,8226.031,11134.1045,0.7888,6/17/19,27.7046,0.7125,33.6573,42.2955,13844371-E6E6-462A-A587-CD2867D44BA1,0.9751,1.0504,1.0243,38.1065,2019-06-17T11:01:27.200,1.11E+04,19.8825,1819,
87,12,22,Tetrahymena,881.6031,0.47,138.2355,140.2906,142.431,22159.5299,13127.9795,19691.2594,0.7661,6/17/19,33.5036,0.6375,41.0976,50.9715,0EE32DB3-0CD2-4373-A69C-33AF1979F917,0.9854,1.0304,1.0153,47.9717,2019-06-17T11:01:27.417,1.97E+04,22.7745,1819,
87,12,22,Tetrahymena,632.8063,0.4113,117.0027,125.5379,128.8737,11456.8163,7221.6585,11974.8467,0.6995,6/17/19,28.3851,0.4225,43.3919,46.6335,BF3B99B6-1C77-4EE0-BBDC-DDD5FFBDE081,0.932,1.1015,1.0266,34.7088,2019-06-17T11:01:27.548,1.20E+04,17.7135,1819,
87,12,22,Tetrahymena,414.7477,0.6727,98.8337,109.3356,112.3656,8534.9652,5059.146,6353.8909,0.9218,6/17/19,22.9798,0.7479,26.8833,30.0045,60F97305-3037-422A-92D7-188A880EB3E4,0.9039,1.1369,1.0277,30.5184,2019-06-17T11:01:27.721,6.35E+03,19.8825,1819,
87,12,22,Tetrahymena,445.4951,0.736,100.782,109.3233,111.3915,10299.9903,5966.3504,7073.3999,0.9494,6/17/19,23.8164,1,23.5821,29.2815,A0BF2665-D1C8-4596-9D7E-5AAEBD570E5E,0.9219,1.1053,1.0189,31.7141,2019-06-17T11:01:28.243,7.07E+03,20.6055,1819,
87,12,22,Tetrahymena,568.2662,0.5287,107.3763,113.4517,116.6025,14864.7769,7083.187,10190.4061,0.8244,6/17/19,26.8987,1,26.6495,38.6805,79A24483-15DC-46AB-917F-EF56D037203A,0.9464,1.0859,1.0278,34.4854,2019-06-17T11:01:28.595,1.02E+04,19.1595,1819,
87,12,22,Tetrahymena,454.6988,0.5124,108.7217,117.7404,121.1365,8617.1325,4880.5119,7293.7277,0.8092,6/17/19,24.0612,0.5983,31.2962,34.3425,172656A2-1A1E-45C9-95BD-A7E4156EED52,0.9234,1.1142,1.0288,36.0652,2019-06-17T11:01:28.678,7.29E+03,16.2675,1819,
87,12,22,Tetrahymena,632.3373,0.4159,128.3852,135.7944,139.4218,11223.4903,7521.834,11961.5376,0.7024,6/17/19,28.3746,0.3869,45.7019,46.6335,9728F019-C573-4E77-AF35-E0361EC15A28,0.9454,1.086,1.0267,34.618,2019-06-17T11:01:29.374,1.20E+04,18.4365,1819,
87,12,22,Tetrahymena,467.6026,0.4458,119.9896,129.4421,131.6249,8261.7779,4927.2983,7606.4007,0.7342,6/17/19,24.4002,0.4763,35.924,38.6805,D42DD0B5-B62E-4686-BFE8-6EA3E2E13AB0,0.927,1.097,1.0169,41.646,2019-06-17T11:01:29.459,7.61E+03,15.5445,1819,
87,12,22,Tetrahymena,766.1815,0.446,138.8019,141.6877,144.1349,16790.5863,10426.2025,15953.6955,0.7411,6/17/19,31.2335,0.5187,42.9908,49.5255,F6339663-ABC8-4A63-AC08-20547D536EE9,0.9796,1.0384,1.0173,42.6578,2019-06-17T11:01:29.809,1.60E+04,20.6055,1819,
87,12,22,Tetrahymena,806.945,0.4987,131.645,133.6492,136.0849,18415.6187,11709.3705,17243.6704,0.7905,6/17/19,32.0536,0.5858,40.882,46.6335,0DF22B4C-C20C-4977-AE91-E25282AEB426,0.985,1.0337,1.0182,41.4905,2019-06-17T11:01:29.896,1.72E+04,22.7745,1819,
87,12,22,Tetrahymena,357.7712,0.416,127.3553,138.2695,141.945,5705.114,3146.2151,5090.6341,0.7039,6/17/19,21.3431,0.4405,33.4505,36.5115,5E56B8D5-3F46-44EB-BD42-EDC83D28D677,0.9211,1.1146,1.0266,36.0262,2019-06-17T11:01:29.938,5.09E+03,14.8215,1819,
87,12,22,Tetrahymena,649.7008,0.56,107.424,116.7961,119.8143,12201.2212,9476.7305,12457.5868,0.8467,6/17/19,28.7615,0.4203,44.4666,40.8495,D298301D-C24F-49AF-AB45-18B3D26F5FA4,0.9198,1.1153,1.0258,35.6742,2019-06-17T11:01:30.505,1.25E+04,23.4975,1819,
87,12,22,Tetrahymena,571.9974,0.4832,116.2409,126.1914,128.7336,10987.7671,6806.8829,10290.9366,0.7731,6/17/19,26.9868,0.5283,36.8729,41.5725,7F240BCC-B687-4C9A-9586-C59FBA23F9F6,0.9211,1.1075,1.0201,36.4027,2019-06-17T11:01:30.548,1.03E+04,19.1595,1819,
87,12,22,Tetrahymena,415.6635,0.5167,130.8668,135.6506,139.7847,9238.2949,5111.8013,6374.9489,0.812,6/17/19,23.0052,0.6436,30.5085,36.5115,95B67C87-D03A-4993-85A2-60DAB4268866,0.9647,1.0681,1.0305,38.4739,2019-06-17T11:01:30.679,6.37E+03,17.7135,1819,
87,12,22,Tetrahymena,549.6299,0.4473,123.6689,132.7406,137.0581,10360.2734,6350.8705,9693.2484,0.7397,6/17/19,26.4539,0.4779,38.6521,43.0185,076C60E9-BC3F-40A7-8C0E-DF90ED0D82B0,0.9317,1.1083,1.0325,33.6988,2019-06-17T11:01:31.201,9.69E+03,17.7135,1819,
87,12,22,Tetrahymena,578.9971,0.3569,121.1188,129.1987,132.3708,10215.6881,6381.3224,10480.4114,0.6289,6/17/19,27.1515,0.3545,46.9524,49.5255,3A4AAE02-737D-4ED3-88CC-8BB7059EA3AD,0.9375,1.0929,1.0246,31.5464,2019-06-17T11:01:31.679,1.05E+04,16.2675,1819,
87,12,22,Tetrahymena,519.4204,0.4823,120.4314,130.4092,134.3553,10119.3367,6157.087,8905.1724,0.7791,6/17/19,25.7167,0.5182,36.3388,40.1265,EAE7FA19-926A-4147-9AB0-80A621F7B7DF,0.9235,1.1156,1.0303,33.5236,2019-06-17T11:01:32.245,8.91E+03,19.1595,1819,
87,12,22,Tetrahymena,663.3266,0.4587,116.1969,122.2307,125.7247,13588.5511,8613.4195,12851.5328,0.7525,6/17/19,29.0615,0.4957,41.2943,44.4645,453EAEF5-0E88-4F03-B230-6886B48A3555,0.9506,1.082,1.0286,37.5569,2019-06-17T11:01:32.437,1.29E+04,19.1595,1819,
87,12,22,Tetrahymena,615.9349,0.4762,114.1614,124.1969,127.5014,11440.2266,7767.4089,11499.1572,0.7698,6/17/19,28.0042,0.441,42.1514,42.2955,E091E094-15AC-4308-BA0F-E2FCDA62E558,0.9192,1.1169,1.0266,33.8476,2019-06-17T11:01:32.767,1.15E+04,19.8825,1819,
87,12,22,Tetrahymena,803.6234,0.5348,124.5916,132.2669,136.7631,16756.0014,13042.7792,17137.3106,0.8238,6/17/19,31.9876,0.4304,48.6515,48.8025,B1648918-B76A-4E9B-B14B-7778F856CA86,0.942,1.0977,1.034,30.8768,2019-06-17T11:01:32.942,1.71E+04,24.9435,1819,
87,12,22,Tetrahymena,416.1215,0.3867,138.8554,141.838,144.7628,6596.4557,3505.7273,6385.4876,0.6717,6/17/19,23.0179,0.4429,34.9856,38.6805,179E4722-1256-437A-B09C-FF598655F1D7,0.979,1.0425,1.0206,50.3393,2019-06-17T11:01:33.114,6.39E+03,13.3755,1819,
87,12,22,Tetrahymena,654.8675,0.4221,126.1779,130.8117,133,13721.1206,7764.6097,12606.4845,0.7142,6/17/19,28.8757,0.5459,38.8478,46.6335,8CEBF2BB-A97B-4EEF-B9CE-12B0B55C83FB,0.9646,1.0541,1.0167,40.7679,2019-06-17T11:01:33.288,1.26E+04,18.4365,1819,
87,12,22,Tetrahymena,609.8483,0.444,123.521,131.156,134.0495,11073.129,7376.4303,11329.1292,0.7389,6/17/19,27.8654,0.4123,43.6069,44.4645,3581B3C6-5A7B-4508-B76E-A7FB8005AFAC,0.9418,1.0852,1.0221,33.4027,2019-06-17T11:01:33.593,1.13E+04,19.1595,1819,
87,12,22,Tetrahymena,321.1614,0.517,123.0725,127.9783,130.6111,6066.0411,3179.2546,4329.6113,0.8123,6/17/19,20.2217,0.6234,27.0866,30.7275,51C4B905-8E65-420D-BEB0-620FB3FA4A68,0.9617,1.0613,1.0206,41.9935,2019-06-17T11:01:33.811,4.33E+03,14.8215,1819,
